,X,t
0,-1.2,10.588219437616898
1,-1.1838926174496645,9.930254208058086
2,-1.1677852348993287,9.232805091403494
3,-1.1516778523489932,7.880114144006613
4,-1.1355704697986577,8.81769796375752
5,-1.119463087248322,8.366672149812032
6,-1.1033557046979865,7.531300376045466
7,-1.087248322147651,7.92089213652602
8,-1.0711409395973155,7.085139101373813
9,-1.0550335570469798,6.9662847175623925
10,-1.0389261744966443,6.263075891970048
11,-1.0228187919463088,6.8179067480427324
12,-1.0067114093959733,6.4294500564728665
13,-0.9906040268456375,5.1411010921953215
14,-0.974496644295302,5.906221558483551
15,-0.9583892617449664,4.720188851589661
16,-0.9422818791946308,5.325791412630669
17,-0.9261744966442953,4.563043168886597
18,-0.9100671140939598,4.673469097140272
19,-0.8939597315436241,4.254424702519438
20,-0.8778523489932886,4.679309634979435
21,-0.8617449664429531,4.4865647733234235
22,-0.8456375838926175,4.333420932602895
23,-0.8295302013422818,5.045861287205922
24,-0.8134228187919463,3.075065717625513
25,-0.7973154362416107,3.8175718038595026
26,-0.7812080536912751,3.939316789496544
27,-0.7651006711409396,3.1653864067827002
28,-0.7489932885906041,2.789695190653367
29,-0.7328859060402685,3.8790247135974667
30,-0.7167785234899329,2.632703648404801
31,-0.7006711409395974,4.1657024467952395
32,-0.6845637583892618,3.3407193522530467
33,-0.6684563758389261,3.364969448196716
34,-0.6523489932885906,2.427849384104513
35,-0.636241610738255,3.412374096768372
36,-0.6201342281879195,2.8121566143024816
37,-0.6040268456375839,3.397253320996928
38,-0.5879194630872483,2.412530029337657
39,-0.5718120805369128,2.462910941640114
40,-0.5557046979865772,1.9520502559430357
41,-0.5395973154362417,2.2955704344952665
42,-0.5234899328859061,2.8113007250763555
43,-0.5073825503355704,3.160070915964285
44,-0.49127516778523495,2.0121457334021335
45,-0.47516778523489933,2.1623440110929697
46,-0.45906040268456383,2.5878827913215905
47,-0.4429530201342282,1.88544129572716
48,-0.4268456375838927,2.2792760685098563
49,-0.4107382550335571,2.08727008629362
50,-0.3946308724832215,1.6197476222653624
51,-0.378523489932886,1.434000394319729
52,-0.36241610738255037,2.213621473603439
53,-0.34630872483221486,2.254593244546179
54,-0.33020134228187925,2.52627314094299
55,-0.31409395973154364,1.6215444983366707
56,-0.29798657718120813,1.6704102358645772
57,-0.2818791946308725,1.7653579973804563
58,-0.265771812080537,2.3502621889161985
59,-0.2496644295302014,1.8392875508197166
60,-0.2335570469798658,1.7556213582171174
61,-0.2174496644295303,2.9006919516149843
62,-0.20134228187919467,1.9905016131421984
